0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.9285714285714285,0.25,0.0,0.6333333333333333,0.6595744680851063,0.19354838709677413,0.1944706215636507,0.0,0.0,0.5,1.0,0.0,0.2727272727272725,0.5789473684210527,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.25,0.0,0.0,0.17021276595744683,0.7419354838709676,0.1944706215636507,1.0,0.0,0.25,1.0,0.0,0.45454545454545503,0.631578947368421,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8214285714285714,0.5,0.0,0.22592592592592592,0.978723404255319,0.3548387096774194,0.1944706215636507,0.0,0.0,0.0,1.0,0.0,0.21212121212121193,0.631578947368421,0.016666666666666666,1.0,0.0,0.0,0.0,0.0,0.0
0.25,0.75,0.0,0.5962962962962963,0.0,0.3870967741935484,0.1944706215636507,0.0,0.0,0.5,1.0,1.0,0.15151515151515138,0.26315789473684204,0.03333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
0.8214285714285714,0.75,0.0,0.6333333333333333,0.6595744680851063,0.19354838709677413,0.1944706215636507,0.0,0.0,0.5,1.0,0.0,0.2727272727272725,0.5789473684210527,0.016666666666666666,0.0,1.0,0.0,0.0,0.0,0.0
0.8214285714285714,1.0,0.0,0.22592592592592592,0.978723404255319,0.3548387096774194,0.1944706215636507,0.0,0.0,0.0,1.0,0.0,0.21212121212121193,0.631578947368421,0.016666666666666666,1.0,0.0,0.0,0.0,0.0,0.0
0.7857142857142857,1.0,0.0,0.8999999999999999,1.0,0.032258064516129004,0.1944706215636507,0.0,0.0,0.25,1.0,0.0,0.2727272727272725,0.42105263157894735,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.0
0.8214285714285714,1.0,0.0,0.5259259259259259,0.9574468085106382,0.29032258064516114,0.1944706215636507,0.0,0.0,1.0,1.0,0.0,0.15151515151515138,0.21052631578947367,0.03333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
0.6785714285714285,0.0,0.0,0.137037037037037,0.14893617021276595,0.22580645161290314,0.1944706215636507,0.0,0.0,0.5,1.0,0.0,1.0,0.3157894736842104,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
0.7857142857142857,0.0,0.0,0.4333333333333333,0.12765957446808512,0.32258064516129037,0.1944706215636507,0.0,0.6666666666666667,0.25,0.0,0.0,0.2727272727272725,0.5263157894736841,0.06666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
0.03571428571428571,0.0,0.0,0.5259259259259259,0.9574468085106382,0.29032258064516114,0.1944706215636507,0.0,0.0,1.0,1.0,0.0,0.15151515151515138,0.21052631578947367,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.0
0.03571428571428571,0.25,0.0,0.5259259259259259,0.9574468085106382,0.29032258064516114,0.1944706215636507,0.0,0.0,1.0,1.0,0.0,0.15151515151515138,0.21052631578947367,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.0
0.39285714285714285,0.5,0.0,0.5259259259259259,0.9574468085106382,0.29032258064516114,0.1944706215636507,0.0,0.0,1.0,1.0,0.0,0.15151515151515138,0.21052631578947367,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.0
0.39285714285714285,0.5,0.0,0.22592592592592592,0.978723404255319,0.3548387096774194,0.1944706215636507,0.0,0.0,0.0,1.0,0.0,0.21212121212121193,0.631578947368421,0.008333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
0.8214285714285714,0.5,0.0,0.22592592592592592,0.978723404255319,0.3548387096774194,0.1944706215636507,0.0,0.0,0.0,1.0,0.0,0.21212121212121193,0.631578947368421,0.03333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
0.5,1.0,0.0,0.47407407407407404,0.425531914893617,0.4516129032258064,0.1944706215636507,0.0,0.0,0.0,1.0,0.0,0.21212121212121193,0.21052631578947367,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.0
0.8214285714285714,1.0,0.0,0.22592592592592592,0.978723404255319,0.3548387096774194,0.1944706215636507,0.0,0.0,0.0,1.0,0.0,0.21212121212121193,0.631578947368421,0.016666666666666666,1.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.22592592592592592,0.978723404255319,0.3548387096774194,0.1944706215636507,0.0,0.0,0.0,1.0,0.0,0.21212121212121193,0.631578947368421,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.0
0.39285714285714285,0.75,0.0,0.262962962962963,0.5106382978723404,0.19354838709677413,0.1944706215636507,0.0,0.0,0.5,0.0,0.0,0.1212121212121211,0.3157894736842104,0.06666666666666667,0.0,0.0,1.0,0.0,0.0,0.0
0.8214285714285714,0.5,0.0,0.48148148148148145,0.425531914893617,0.6451612903225806,0.0,0.0,0.0,0.5,0.0,0.0,0.06060606060606055,0.6842105263157894,0.016666666666666666,0.0,1.0,0.0,0.0,0.0,0.0
0.3571428571428571,0.5,0.0,0.7851851851851852,0.23404255319148937,0.032258064516129004,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5757575757575761,0.3157894736842104,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.0
0.39285714285714285,0.0,0.0,0.22592592592592592,0.978723404255319,0.3548387096774194,0.0,0.0,0.0,0.0,1.0,0.0,0.21212121212121193,0.631578947368421,0.008333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
0.46428571428571425,0.0,0.0,0.8999999999999999,1.0,0.032258064516129004,0.0,0.0,0.0,0.25,1.0,0.0,0.2727272727272725,0.42105263157894735,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,0.5259259259259259,0.9574468085106382,0.29032258064516114,0.0,0.0,0.0,1.0,1.0,0.0,0.15151515151515138,0.21052631578947367,0.03333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
0.6428571428571428,0.0,0.0,0.6333333333333333,0.6595744680851063,0.19354838709677413,0.0,0.0,0.0,0.5,1.0,0.0,0.2727272727272725,0.5789473684210527,0.06666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
0.8928571428571428,0.0,0.0,0.8999999999999999,1.0,0.032258064516129004,0.0,0.0,0.0,0.25,1.0,0.0,0.2727272727272725,0.42105263157894735,0.058333333333333334,0.0,0.0,0.0,1.0,0.0,0.0
0.8214285714285714,0.25,0.0,0.6333333333333333,0.6595744680851063,0.19354838709677413,0.0,0.0,0.0,0.5,1.0,0.0,0.2727272727272725,0.5789473684210527,0.008333333333333333,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.5,0.0,0.14444444444444443,0.4680851063829787,0.06451612903225801,0.0,0.0,0.0,0.0,1.0,1.0,0.666666666666667,0.1578947368421053,0.03333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
0.6428571428571428,0.5,0.0,0.6333333333333333,0.6595744680851063,0.19354838709677413,0.0,0.0,0.0,0.5,1.0,0.0,0.2727272727272725,0.5789473684210527,0.06666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
0.8214285714285714,1.0,0.0,0.22592592592592592,0.978723404255319,0.3548387096774194,0.0,0.0,0.0,0.0,1.0,0.0,0.21212121212121193,0.631578947368421,0.016666666666666666,1.0,0.0,0.0,0.0,0.0,0.0
0.6428571428571428,0.0,0.0,0.22592592592592592,0.978723404255319,0.3548387096774194,0.0,0.0,0.0,0.0,1.0,0.0,0.21212121212121193,0.631578947368421,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.0
